id,ylang,tlang,level,wclass,type,tlang_ex,ylang_ex,tlang_exf,furigana,chikugoyaku
,English,Japanese,Fragment,conjugation,描く,描いていませんでした,was not drawing(p),描いていませんでした,kaite i masen deshita,was not drawing(p)
,,,,,,,,,,1
,English,Japanese,Fragment,conjugation,勉強する,勉強する,study,勉強する,benkyo- suru,study
,English,Japanese,Fragment,conjugation,勉強する,勉強しない,not study,勉強しない,benkyo- shi nai,not study
,English,Japanese,Fragment,conjugation,勉強する,勉強した,studied,勉強した,benkyo- shi ta,studied
,English,Japanese,Fragment,conjugation,勉強する,勉強しなかった,not studied,勉強しなかった,benkyo- shi nakatta,not studied
,English,Japanese,Fragment,conjugation,勉強する,勉強します,study(p),勉強します,benkyo- shi masu,study(p)
,English,Japanese,Fragment,conjugation,勉強する,勉強しません,not study(p),勉強しません,benkyo- shi masen,not study(p)
,English,Japanese,Fragment,conjugation,勉強する,勉強しました,studied(p),勉強しました,benkyo- shi mashita,studied(p)
,English,Japanese,Fragment,conjugation,勉強する,勉強しませんでした,not studied(p),勉強しませんでした,benkyo- shi masen deshita,not studied(p)
,English,Japanese,Fragment,conjugation,勉強する,勉強している,studying,勉強している,benkyo- shite i ru,studying
,English,Japanese,Fragment,conjugation,勉強する,勉強していない,not studying,勉強していない,benkyo- shite i nai,not studying
,English,Japanese,Fragment,conjugation,勉強する,勉強していた,was studying,勉強していた,benkyo- shite i ta,was studying
,English,Japanese,Fragment,conjugation,勉強する,勉強していなかった,was not studying,勉強していなかった,benkyo- shite i nakatta,was not studying
,English,Japanese,Fragment,conjugation,勉強する,勉強しています,studying(p),勉強しています,benkyo- shite i masu,studying(p)
,English,Japanese,Fragment,conjugation,勉強する,勉強していません,not studying(p),勉強していません,benkyo- shite i masen,not studying(p)
,English,Japanese,Fragment,conjugation,勉強する,勉強していました,was studying(p),勉強していました,benkyo- shite i mashita,was studying(p)
,English,Japanese,Fragment,conjugation,勉強する,勉強していませんでした,was not studying(p),勉強していませんでした,benkyo- shite i masen deshita,was not studying(p)
,,,,,,,,,,1
,English,Japanese,Fragment,conjugation,行く,行く,go,行く,iku,go
,English,Japanese,Fragment,conjugation,行く,行かない,not go,行かない,ika nai,not go
,English,Japanese,Fragment,conjugation,行く,行った,went,行った,i tta,went
,English,Japanese,Fragment,conjugation,行く,行かなかった,not went,行かなかった,ika nakatta,not went
,English,Japanese,Fragment,conjugation,行く,行きます,go(p),行きます,iki masu,go(p)
,English,Japanese,Fragment,conjugation,行く,行きません,not go(p),行きません,iki masen,not go(p)
,English,Japanese,Fragment,conjugation,行く,行きました,went(p),行きました,iki mashita,went(p)
,English,Japanese,Fragment,conjugation,行く,行きませんでした,not went(p),行きませんでした,iki masen deshita,not went(p)
,English,Japanese,Fragment,conjugation,行く,行っている,going,行っている,itte i ru,going
,English,Japanese,Fragment,conjugation,行く,行っていない,not going,行っていない,itte i nai,not going
,English,Japanese,Fragment,conjugation,行く,行っていた,was going,行っていた,itte i ta,was going
,English,Japanese,Fragment,conjugation,行く,行っていなかった,was not going,行っていなかった,itte i nakatta,was not going
,English,Japanese,Fragment,conjugation,行く,行っています,going(p),行っています,itte i masu,going(p)
,English,Japanese,Fragment,conjugation,行く,行っていません,not going(p),行っていません,itte i masen,not going(p)
,English,Japanese,Fragment,conjugation,行く,行っていました,was going(p),行っていました,itte i mashita,was going(p)
,English,Japanese,Fragment,conjugation,行く,行っていませんでした,was not going(p),行っていませんでした,itte i masen deshita,was not going(p)
,,,,,,,,,,1
,English,Japanese,Fragment,conjugation,する,する,do,する,suru,do
,English,Japanese,Fragment,conjugation,する,しない,not do,しない,shi nai,not do
,English,Japanese,Fragment,conjugation,する,した,did,した,shi ta,did
